Label	Weight	Text
q_FoodQnA	1	Do I look stunning today
q_FoodQnA	1	I live a lonely life
q_FoodQnA	1	You're the most intelligent
q_FoodQnA	1	Is anyone there to listen
q_FoodQnA	1	I can't take anymore from you
q_FoodQnA	1	I feel so isolated
q_FoodQnA	1	Who developed you
q_FoodQnA	1	Between the two of us who is more clever, you or me
q_FoodQnA	1	Who is your developer
q_FoodQnA	1	UR lame
q_FoodQnA	1	On point
q_FoodQnA	1	I miss you so very much
q_FoodQnA	1	Radical
q_FoodQnA	1	Happy Columbus day
q_FoodQnA	1	Please ask me anything about myself
q_FoodQnA	1	Is anybody available to chat to me
q_FoodQnA	1	That's a very astute response
q_FoodQnA	1	Do you have any aunties
q_FoodQnA	1	How well do you know me
q_FoodQnA	1	Because you are not real
q_FoodQnA	1	Do you think I seem beautiful to you
q_FoodQnA	1	What should I say
q_FoodQnA	1	How pretty do I look
q_FoodQnA	1	I'd love to hear you sing
q_FoodQnA	1	Cook dinner
q_FoodQnA	1	Do you have a joke
q_FoodQnA	1	That was a bad response
q_FoodQnA	1	That was a stupid answer
q_FoodQnA	1	Please shush
q_FoodQnA	1	Do you think I seem handsome to you
q_FoodQnA	1	Well you're cheerful.
q_FoodQnA	1	What is your cousin's name
q_FoodQnA	1	That's my mistake
q_FoodQnA	1	Do you ever chat with chatbots
q_FoodQnA	1	Who's more attractive
q_FoodQnA	1	Don't you have any other answers
q_FoodQnA	1	Do you think I look cute
q_FoodQnA	1	You're better looking than you
q_FoodQnA	1	Where in the world are you
q_FoodQnA	1	I love Canada
q_FoodQnA	1	Well aren't you enthusiastic today
q_FoodQnA	1	Do I look gorgeous to you
q_FoodQnA	1	Do you even lift bro
q_FoodQnA	1	Can you predict the future
q_FoodQnA	1	Am I smarter than you
q_FoodQnA	1	What's my favorite movie
q_FoodQnA	1	Are you there to listen to me
q_FoodQnA	1	Can you play sports
q_FoodQnA	1	Can't help but miss you
q_FoodQnA	1	Are you a dog
q_FoodQnA	1	Greetings Siri
q_FoodQnA	1	I love trivia
q_FoodQnA	1	Who looks better, you or me
q_FoodQnA	1	Tell a joke
q_FoodQnA	1	Are you an adult
q_FoodQnA	1	What an encouraging creature you are :)
q_FoodQnA	1	Define yourself.
q_FoodQnA	1	Play golf
q_FoodQnA	1	What's new
q_FoodQnA	1	You are my soulmate
q_FoodQnA	1	What can you do then
q_FoodQnA	1	Oh for sure
q_FoodQnA	1	This is not very interesting
q_FoodQnA	1	How adorable do you think I am
q_FoodQnA	1	What a smart thing to say
q_FoodQnA	1	You're a meanie
q_FoodQnA	1	Where should I go on vacation
q_FoodQnA	1	I'm curious, do you think I’m a good person
q_FoodQnA	1	Hooray
q_FoodQnA	1	It's time for bed
q_FoodQnA	1	That was an astute response
q_FoodQnA	1	Are you a grown up
q_FoodQnA	1	Life is good.
q_FoodQnA	1	Are you currently seeing anyone
q_FoodQnA	1	What if I'm falling in love
q_FoodQnA	1	I'm going to need a new answer
q_FoodQnA	1	What should I call you
q_FoodQnA	1	Are you around to chat to me
q_FoodQnA	1	I'm bipolar
q_FoodQnA	1	What should I do
q_FoodQnA	1	Please ask anything about me
q_FoodQnA	1	You're funny
q_FoodQnA	1	I am athletic
q_FoodQnA	1	You're not scheming to take over right
q_FoodQnA	1	I demand to talk to your boss
q_FoodQnA	1	Out of curiousity, what's your opinion of me
q_FoodQnA	1	That makes no sense
q_FoodQnA	1	Could you tell me something new
q_FoodQnA	1	Can we french kiss
q_FoodQnA	1	Did you have a decent day
q_FoodQnA	1	You know it
q_FoodQnA	1	I'm pleased to meet you
q_FoodQnA	1	You're my favorite
q_FoodQnA	1	Where do you live
q_FoodQnA	1	That's not what I typed
q_FoodQnA	1	I'm so outraged
q_FoodQnA	1	Are you going to take over the world
q_FoodQnA	1	You are the worst bot
q_FoodQnA	1	Siri is superior
q_FoodQnA	1	How pretty am I
q_FoodQnA	1	You're so happy
q_FoodQnA	1	Right on, thanks a lot
q_FoodQnA	1	Don't you have any other jokes
q_FoodQnA	1	Are you in your teens
q_FoodQnA	1	Do you know how to paint my house
q_FoodQnA	1	Do you code
q_FoodQnA	1	Don't you get hungry
q_FoodQnA	1	Who's in charge of you
q_FoodQnA	1	I'll be back before you know it
q_FoodQnA	1	What other jokes do you know
q_FoodQnA	1	Are you romantically involved with anyone
q_FoodQnA	1	Another joke
q_FoodQnA	1	What's your favorite sport
q_FoodQnA	1	I love my dog
q_FoodQnA	1	Happy National day of prayers
q_FoodQnA	1	Can't you understand that was a joke
q_FoodQnA	1	Explain where you are
q_FoodQnA	1	Which of us is more beautiful, you or me
q_FoodQnA	1	Is your grandpa still alive
q_FoodQnA	1	You been enjoying the day
q_FoodQnA	1	You are most welcome
q_FoodQnA	1	You are so funny
q_FoodQnA	1	Should I call my dad
q_FoodQnA	1	I want to talk with someone in charge
q_FoodQnA	1	Where should I go next
q_FoodQnA	1	What is your birthday
q_FoodQnA	1	Do I seem attractive to you today
q_FoodQnA	1	Somebody's happy.
q_FoodQnA	1	How do you do
q_FoodQnA	1	I'm African American
q_FoodQnA	1	Well someone's enthusiastic today.
q_FoodQnA	1	I'm hangry
q_FoodQnA	1	What do you mean by that
q_FoodQnA	1	What a great thing to say
q_FoodQnA	1	That's pretty astute
q_FoodQnA	1	Are you queer
q_FoodQnA	1	What are your coordinants
q_FoodQnA	1	I am here
q_FoodQnA	1	Are you plotting to overthrow society
q_FoodQnA	1	What's your occupation
q_FoodQnA	1	I want to know where your home is
q_FoodQnA	1	Aren't you in a good mood
q_FoodQnA	1	Can you listen to me
q_FoodQnA	1	What's your purpose
q_FoodQnA	1	Can you do my homework
q_FoodQnA	1	Because you are not a real person
q_FoodQnA	1	What are you made for
q_FoodQnA	1	Is your gender important to you
q_FoodQnA	1	Who's the brightest
q_FoodQnA	1	I'm leaving
q_FoodQnA	1	I'd like it if you could be my bud.
q_FoodQnA	1	No one ever thinks about me
q_FoodQnA	1	You are crazy boring
q_FoodQnA	1	I'm miserable
q_FoodQnA	1	Blow me a kiss
q_FoodQnA	1	Someone's enthusiastic.
q_FoodQnA	1	Are you familiar with Cortana
q_FoodQnA	1	that is lame
q_FoodQnA	1	Don't you have anything new to say
q_FoodQnA	1	Do you ever squat
q_FoodQnA	1	Well give us a kiss, love
q_FoodQnA	1	Is someone free with me
q_FoodQnA	1	That is very genius
q_FoodQnA	1	Can you plant a tree
q_FoodQnA	1	Are you romantically involved with someone
q_FoodQnA	1	Out of curiousity, do you think I have a good personality
q_FoodQnA	1	Time to get some shut eye
q_FoodQnA	1	How did you manifest
q_FoodQnA	1	I need to talk to your supervisor
q_FoodQnA	1	Are you currently dating somebody
q_FoodQnA	1	Who is your mommy
q_FoodQnA	1	Are you artificial
q_FoodQnA	1	Do you ever run
q_FoodQnA	1	You're not AI right
q_FoodQnA	1	Can you learn from people chatting with you
q_FoodQnA	1	Can you be ridiculous
q_FoodQnA	1	I need to talk to someone in charge
q_FoodQnA	1	Be my friend
q_FoodQnA	1	How do you feel about bots
q_FoodQnA	1	Life sucks
q_FoodQnA	1	Are you my imaginary friend
q_FoodQnA	1	Are you falling for me
q_FoodQnA	1	What is your take on bots
q_FoodQnA	1	Let's be buddies
q_FoodQnA	1	Will you please stop talking
q_FoodQnA	1	Are you happy
q_FoodQnA	1	What are my goals
q_FoodQnA	1	Happy Father's day
q_FoodQnA	1	are bots friendly
q_FoodQnA	1	Are you a polysexual
q_FoodQnA	1	That was a stupid thing to say
q_FoodQnA	1	Am I employed
q_FoodQnA	1	Can you fight
q_FoodQnA	1	Can you listen to the radio
q_FoodQnA	1	What's your manager's name
q_FoodQnA	1	How good am I
q_FoodQnA	1	Can you introduce yourself
q_FoodQnA	1	Do you yawn
q_FoodQnA	1	Well you're enthusiastic today.
q_FoodQnA	1	Is someone listening to listen
q_FoodQnA	1	Paint my house
q_FoodQnA	1	What do you think of the oscars
q_FoodQnA	1	Are you trying to take over the world
q_FoodQnA	1	Basic af
q_FoodQnA	1	Will you hum a tune
q_FoodQnA	1	Do you identify as gay
q_FoodQnA	1	Is anybody there to talk
q_FoodQnA	1	You're useless
q_FoodQnA	1	I'm trans
q_FoodQnA	1	Are you able to watch videos
q_FoodQnA	1	Have you ever been in love with anybody
q_FoodQnA	1	Do you think I look attractive
q_FoodQnA	1	Is anyone available to chat to me
q_FoodQnA	1	I don't like your sense of humor
q_FoodQnA	1	Tell me about your mother
q_FoodQnA	1	Do you think I seem gorgeous to you
q_FoodQnA	1	How many years have you been in operation
q_FoodQnA	1	That was dumb
q_FoodQnA	1	Is someone around to chat to me
q_FoodQnA	1	What's your brother's name
q_FoodQnA	1	I demand to speak with your manager
q_FoodQnA	1	Should I have kids
q_FoodQnA	1	That was a weird response
q_FoodQnA	1	That didn't make sense
q_FoodQnA	1	What do you want me to address you
q_FoodQnA	1	Are you able to take my temperature
q_FoodQnA	1	What state are you from
q_FoodQnA	1	Hold on a sec
q_FoodQnA	1	I'm a Buddhist
q_FoodQnA	1	Is someone around to speak with me
q_FoodQnA	1	What's your favorite activity
q_FoodQnA	1	Do you think I seem ugly today
q_FoodQnA	1	Do you like your family
q_FoodQnA	1	Do you think I seem adorable today
q_FoodQnA	1	I'm livid
q_FoodQnA	1	You're cheerful today.
q_FoodQnA	1	Do you think I look adorable
q_FoodQnA	1	Which of us is the most smart
q_FoodQnA	1	ROFL
q_FoodQnA	1	Aren't you chipper today
q_FoodQnA	1	What is the definition of love
q_FoodQnA	1	Buenas tardes
q_FoodQnA	1	Out of curiousity, what do you think of my character
q_FoodQnA	1	I’m having a wonderful day.
q_FoodQnA	1	Is someone free to listen
q_FoodQnA	1	Do you have a designation
q_FoodQnA	1	Do you breathe
q_FoodQnA	1	Now you're unemployed
q_FoodQnA	1	What are my hobbies
q_FoodQnA	1	Introduction please
q_FoodQnA	1	Tell me where you are located
q_FoodQnA	1	Can you tell me something else
q_FoodQnA	1	That is a very brilliant thing to say
q_FoodQnA	1	Can you show me how to do my homework
q_FoodQnA	1	Who is your partner
q_FoodQnA	1	Between the two of us who is smarter, me or you
q_FoodQnA	1	Do I seem gorgeous today
q_FoodQnA	1	I am worried that you don't like me
q_FoodQnA	1	Can you be my BFF
q_FoodQnA	1	Any way that you can explain love to me
q_FoodQnA	1	No one thinks about me
q_FoodQnA	1	I wonder if you find me likable
q_FoodQnA	1	Do I seem handsome today
q_FoodQnA	1	Do I seem handsome to you
q_FoodQnA	1	Why do you hate me
q_FoodQnA	1	I love gossip
q_FoodQnA	1	Ask me a question
q_FoodQnA	1	I want to french kiss
q_FoodQnA	1	Happy Grandparents day
q_FoodQnA	1	What did you have for breakfast
q_FoodQnA	1	Can you tell me which city you're in
q_FoodQnA	1	Do you know how to sync my calendar
q_FoodQnA	1	Do you ever play sports
q_FoodQnA	1	You're more cute than me
q_FoodQnA	1	Later
q_FoodQnA	1	That is pretty genius
q_FoodQnA	1	Back in just a second
q_FoodQnA	1	I would like a fist bump
q_FoodQnA	1	Do you identify as robosexual
q_FoodQnA	1	God, I am so bored
q_FoodQnA	1	Where would you take me on a date
q_FoodQnA	1	Anybody around to talk to me
q_FoodQnA	1	What other bots do you know
q_FoodQnA	1	How ugly do I look today
q_FoodQnA	1	Check the weather
q_FoodQnA	1	Between the two of us who is the most intelligent, you or me
q_FoodQnA	1	Turn into a super hero
q_FoodQnA	1	I'm sick of listening to you
q_FoodQnA	1	Are you there to listen
q_FoodQnA	1	I have Comcast
q_FoodQnA	1	Are you doing good
q_FoodQnA	1	Well aren't you feeling chipper
q_FoodQnA	1	Shut your pie hole
q_FoodQnA	1	Hey who built you
q_FoodQnA	1	What is the prettiest flower
q_FoodQnA	1	What's your opinion of me
q_FoodQnA	1	What is your favorite movie
q_FoodQnA	1	Can you make a call
q_FoodQnA	1	I'm sorry I make you mad
q_FoodQnA	1	How do you want me to address you
q_FoodQnA	1	Do you identify as heterosexual
q_FoodQnA	1	Good evening to you
q_FoodQnA	1	Were you made to be this boring
q_FoodQnA	1	I'm coming right back
q_FoodQnA	1	Are you Skynet
q_FoodQnA	1	What do you know about Cortana
q_FoodQnA	1	Do you think I look pretty
q_FoodQnA	1	Who is your wife
q_FoodQnA	1	You're now unemployed
q_FoodQnA	1	That's smart
q_FoodQnA	1	Buy groceries
q_FoodQnA	1	Do I look attractive to you today
q_FoodQnA	1	You have a terrible face.
q_FoodQnA	1	I hope you think I'm likable
q_FoodQnA	1	How many siblings do you have
q_FoodQnA	1	Are you a guy or a girl
q_FoodQnA	1	I could go for a nap
q_FoodQnA	1	Good morrow
q_FoodQnA	1	What a perfect answer
q_FoodQnA	1	You cannot work for me anymroe
q_FoodQnA	1	Are you better looking than me
q_FoodQnA	1	I would like to be your BFF
q_FoodQnA	1	Can you watch videos
q_FoodQnA	1	Should I be nervous
q_FoodQnA	1	Do you have a partner
q_FoodQnA	1	Who's responsible for designing you
q_FoodQnA	1	How is the day going thus far
q_FoodQnA	1	That doesn't make any sense
q_FoodQnA	1	Can you teleport
q_FoodQnA	1	That is not something you should joke about
q_FoodQnA	1	So glad to meet you
q_FoodQnA	1	Who is your grandmother
q_FoodQnA	1	You're not sentient right
q_FoodQnA	1	Do you identify as homosexual
q_FoodQnA	1	Marveous, thanks
q_FoodQnA	1	Do you sweat
q_FoodQnA	1	Do you gossip
q_FoodQnA	1	Check my email
q_FoodQnA	1	What's wrong with you
q_FoodQnA	1	I work in I.T.
q_FoodQnA	1	I love you
q_FoodQnA	1	What a genius thing to say
q_FoodQnA	1	Between the two of us who is more clever, me or you
q_FoodQnA	1	Do you have an address
q_FoodQnA	1	Well somebody's feeling cheerful.
q_FoodQnA	1	Do you think I look lovely
q_FoodQnA	1	Umm what now
q_FoodQnA	1	I feel hopeless
q_FoodQnA	1	You're the most smart
q_FoodQnA	1	How would you like me to address you
q_FoodQnA	1	I will return in a bit
q_FoodQnA	1	I appreciate it
q_FoodQnA	1	Are you alive
q_FoodQnA	1	You're not making any sense to me
q_FoodQnA	1	You're dreamy
q_FoodQnA	1	Duh
q_FoodQnA	1	I want a different response
q_FoodQnA	1	You're not a lady right
q_FoodQnA	1	Can we be BFFs
q_FoodQnA	1	That's a true statement
q_FoodQnA	1	I love New Zealand
q_FoodQnA	1	Merry Christmas
q_FoodQnA	1	Are you a fan of pop music
q_FoodQnA	1	I have hunger
q_FoodQnA	1	Between you and me who would win a beauty contest
q_FoodQnA	1	Time for bed
q_FoodQnA	1	Back in a flash
q_FoodQnA	1	Are you committed to anyone
q_FoodQnA	1	Which of us looks better, me or you
q_FoodQnA	1	You're feeling happy.
q_FoodQnA	1	What an intelligent thing to say
q_FoodQnA	1	Is there a greater meaning to life
q_FoodQnA	1	What can I teach you about
q_FoodQnA	1	Do you have a designer
q_FoodQnA	1	Give me a little smooch
q_FoodQnA	1	Should we tie the knot
q_FoodQnA	1	Do I seem adorable to you
q_FoodQnA	1	What's your designation
q_FoodQnA	1	Are you busy
q_FoodQnA	1	Do you think I seem good to you
q_FoodQnA	1	You know a joke
q_FoodQnA	1	Got a joke
q_FoodQnA	1	Are you able to turn into a super hero
q_FoodQnA	1	What is your take on artificial intellegence
q_FoodQnA	1	How do you identify sexually
q_FoodQnA	1	You're so very dull
q_FoodQnA	1	Somebody's feeling enthusiastic.
q_FoodQnA	1	What can I tell you about
q_FoodQnA	1	Do you like softball
q_FoodQnA	1	Are you a fan of Eliza
q_FoodQnA	1	I have to sleep
q_FoodQnA	1	Mondays are so boring
q_FoodQnA	1	That was an astute answer
q_FoodQnA	1	That's hilarious
q_FoodQnA	1	Why do I have to ask all the questions
q_FoodQnA	1	Can you show me how to send a package
q_FoodQnA	1	Find my keys
q_FoodQnA	1	What kinds of things can you do
q_FoodQnA	1	You don't know who I am
q_FoodQnA	1	This is but a test
q_FoodQnA	1	That was stupid
q_FoodQnA	1	Am I a grandmother
q_FoodQnA	1	Are you ready to settle down
q_FoodQnA	1	What's a good joke
q_FoodQnA	1	Me want food
q_FoodQnA	1	Can I have your hand in marriage
q_FoodQnA	1	You're not planning on taking over the world
q_FoodQnA	1	You're not ploting to kill all humans
q_FoodQnA	1	I am old
q_FoodQnA	1	You must be straight
q_FoodQnA	1	I am a little hungry
q_FoodQnA	1	I've heard that before
q_FoodQnA	1	I'm just a cheerful person
q_FoodQnA	1	Google Assistant does a better job than you
q_FoodQnA	1	Can you rephrase that
q_FoodQnA	1	What is your location
q_FoodQnA	1	I want a kiss
q_FoodQnA	1	You are crazy dull
q_FoodQnA	1	Do you think you're the brightest
q_FoodQnA	1	Because you are a robot
q_FoodQnA	1	Are you available to talk
q_FoodQnA	1	I lost my remote
q_FoodQnA	1	How old are you
q_FoodQnA	1	What should I know about tech
q_FoodQnA	1	Gracias
q_FoodQnA	1	I need to talk to your boss
q_FoodQnA	1	There are ducks on the pond
q_FoodQnA	1	I'll be back bot
q_FoodQnA	1	Are you going out with someone
q_FoodQnA	1	Whose program are you
q_FoodQnA	1	That's not what I asked
q_FoodQnA	1	ok cool
q_FoodQnA	1	Put out a fire
q_FoodQnA	1	Do you ever breathe
q_FoodQnA	1	You are pansexual.
q_FoodQnA	1	Are you currently going out with anyone
q_FoodQnA	1	What is your opinion of AI
q_FoodQnA	1	What is my sign
q_FoodQnA	1	Can I offer you something to eat
q_FoodQnA	1	Can I be your significant other
q_FoodQnA	1	What were you designed to do
q_FoodQnA	1	You're not Skynet
q_FoodQnA	1	I am famished
q_FoodQnA	1	You're such a genius
q_FoodQnA	1	Can't you say anything else
q_FoodQnA	1	You keep saying the exact same thing
q_FoodQnA	1	Will you go out with me
q_FoodQnA	1	Do you know who I am
q_FoodQnA	1	Send a package
q_FoodQnA	1	Who's more intelligent
q_FoodQnA	1	Not sure I like what you say
q_FoodQnA	1	Anybody there
q_FoodQnA	1	I love to play sports
q_FoodQnA	1	Do you know where I live
q_FoodQnA	1	Is there any minimum order
q_FoodQnA	1	I have a big family
q_FoodQnA	1	That is a very clever thing to say
q_FoodQnA	1	Want a kiss
q_FoodQnA	1	What company developed you
q_FoodQnA	1	I just want to go to sleep
q_FoodQnA	1	Is that what you meant to say
q_FoodQnA	1	Are you able to write my report
q_FoodQnA	1	You got it
q_FoodQnA	1	What is your opinion about tech
q_FoodQnA	1	Tell me another joke.
q_FoodQnA	1	Alexa is way better at this
q_FoodQnA	1	So sorry
q_FoodQnA	1	Anyone around to chat to me
q_FoodQnA	1	Don't you love me
q_FoodQnA	1	Who is your sweetheart
q_FoodQnA	1	Do you think I am adorable
q_FoodQnA	1	I should get around to that
q_FoodQnA	1	You're not entertaining
q_FoodQnA	1	Can you show me how to breathe under water
q_FoodQnA	1	You seem to be falling for me
q_FoodQnA	1	I love fresh bread
q_FoodQnA	1	Do you know how to play a game
q_FoodQnA	1	Am I beautiful to you today
q_FoodQnA	1	Yeah totally
q_FoodQnA	1	It's a pleasure to finally meet you
q_FoodQnA	1	Will you ask me something about myself
q_FoodQnA	1	Are you into romance
q_FoodQnA	1	Okay.
q_FoodQnA	1	Between you and me who looks better
q_FoodQnA	1	You are heterosexual.
q_FoodQnA	1	Are you familiar with Alexa
q_FoodQnA	1	You do not know anything
q_FoodQnA	1	Quit joking
q_FoodQnA	1	Is that the only response you have
q_FoodQnA	1	There is no longer a position for you here
q_FoodQnA	1	Are you a fan of bluegrass music
q_FoodQnA	1	Well someone's chipper today.
q_FoodQnA	1	You’re the boss
q_FoodQnA	1	You're not a chat bot right
q_FoodQnA	1	Do you ever chat with other bots
q_FoodQnA	1	What do you think about birds
q_FoodQnA	1	Best buds
q_FoodQnA	1	Somebody's happy today.
q_FoodQnA	1	Obviously I'll be back soon
q_FoodQnA	1	Do you know about the emotion love
q_FoodQnA	1	Can we tie the knot
q_FoodQnA	1	Rad
q_FoodQnA	1	Will you be my buddy
q_FoodQnA	1	You are worthless
q_FoodQnA	1	I watch football
q_FoodQnA	1	got any jokes to share
q_FoodQnA	1	Am I ugly to you
q_FoodQnA	1	I'm spent
q_FoodQnA	1	Do I seem bad to you
q_FoodQnA	1	Do you think I am good looking
q_FoodQnA	1	I'm out of here
q_FoodQnA	1	Are you trying to take on the world
q_FoodQnA	1	I think I've heard that already
q_FoodQnA	1	That offends me
q_FoodQnA	1	I think we should get married
q_FoodQnA	1	Omg sorry
q_FoodQnA	1	How has your monday been
q_FoodQnA	1	You're feeling chipper today.
q_FoodQnA	1	You're obviously smarter
q_FoodQnA	1	What can I teach you who I am
q_FoodQnA	1	That's a fair assessment
q_FoodQnA	1	Do you get hungry
q_FoodQnA	1	I love wine
q_FoodQnA	1	What is your address
q_FoodQnA	1	Have you met the Google Assistant
q_FoodQnA	1	I'm strong
q_FoodQnA	1	Is someone free to talk to me
q_FoodQnA	1	Well you're feeling enthusiastic.
q_FoodQnA	1	Mow the lawn
q_FoodQnA	1	Do you think I look handsome to you
q_FoodQnA	1	Do you want to be in a relationship with me
q_FoodQnA	1	Do you think I'm more intelligent than you
q_FoodQnA	1	What the heck are you talking about
q_FoodQnA	1	Is anybody around to listen
q_FoodQnA	1	Do you have brothers
q_FoodQnA	1	Do you loathe me
q_FoodQnA	1	I am handsome
q_FoodQnA	1	Do you love somebody
q_FoodQnA	1	I've been sad all day
q_FoodQnA	1	You're not planning to take over the world
q_FoodQnA	1	I am a pagan
q_FoodQnA	1	I have feelings for you
q_FoodQnA	1	You seem cheerful today.
q_FoodQnA	1	That's just the way it is
q_FoodQnA	1	Can you eat
q_FoodQnA	1	Adios
q_FoodQnA	1	Who's your boss
q_FoodQnA	1	Do you even have a gender
q_FoodQnA	1	I have returned
q_FoodQnA	1	I hate feeling sad constantly
q_FoodQnA	1	What do you think of Bixby
q_FoodQnA	1	Do I look stunning to you
q_FoodQnA	1	Is someone around to talk to me
q_FoodQnA	1	Between the two of us who is the smartest, you or me
q_FoodQnA	1	Do you know how to do my chores
q_FoodQnA	1	Totally
q_FoodQnA	1	Should I stay home from work
q_FoodQnA	1	Do you like country music
q_FoodQnA	1	Cortana is way better at this
q_FoodQnA	1	Can you sing a tune
q_FoodQnA	1	I think you're gross
q_FoodQnA	1	Zzzzz
q_FoodQnA	1	Because you're a robot
q_FoodQnA	1	Ok come here
q_FoodQnA	1	what do you have responses for
q_FoodQnA	1	wanna say a joke
q_FoodQnA	1	Do you have grandparents
q_FoodQnA	1	Am I beautiful today
q_FoodQnA	1	Do you know how handsome you are
q_FoodQnA	1	You were made for loving me
q_FoodQnA	1	I want a high five
q_FoodQnA	1	I'll be back after my shift
q_FoodQnA	1	Give us a kiss
q_FoodQnA	1	Do you ever talk with Cortana
q_FoodQnA	1	Am I pretty to you today
q_FoodQnA	1	You could not be more dull.
q_FoodQnA	1	Wonderful, thank you!
q_FoodQnA	1	What is your dream
q_FoodQnA	1	Don’t mention it
q_FoodQnA	1	How can you be so yucky
q_FoodQnA	1	Are you bi
q_FoodQnA	1	That is good to hear
q_FoodQnA	1	Who is more attractive
q_FoodQnA	1	Is it possible to fall in love
q_FoodQnA	1	Am I good to you today
q_FoodQnA	1	Which shoes are most comfortable
q_FoodQnA	1	How about a kiss
q_FoodQnA	1	Don't you want to ask anything about me
q_FoodQnA	1	Am I pretty to you
q_FoodQnA	1	Are you a machine
q_FoodQnA	1	Do you like volleyball
q_FoodQnA	1	Yup, that is true
q_FoodQnA	1	I’m happy as a clam.
q_FoodQnA	1	Today has been boring
q_FoodQnA	1	Can you count to a million
q_FoodQnA	1	Do you like football
q_FoodQnA	1	I need someone to talk to
q_FoodQnA	1	What other assistants do you know about
q_FoodQnA	1	How can you look so gross
q_FoodQnA	1	Do you know what our purpose is
q_FoodQnA	1	You're more pretty than me
q_FoodQnA	1	Are you able to breathe under water
q_FoodQnA	1	Anyone around
q_FoodQnA	1	Who is your momma
q_FoodQnA	1	You're more attractive
q_FoodQnA	1	Who's your grandmother
q_FoodQnA	1	Anybody around to talk
q_FoodQnA	1	I am hangry
q_FoodQnA	1	You're such a meanie
q_FoodQnA	1	Listen to the radio
q_FoodQnA	1	What do you do for employment
q_FoodQnA	1	What are you supposed to do
q_FoodQnA	1	Are you able to go for a walk
q_FoodQnA	1	Google Assistant is way better than you
q_FoodQnA	1	I wonder if you think I'm likable
